aahed, 4.288630335768579
aalii, 3.701022814445331
aargh, 3.981041596451046
aarti, 4.618680454678039
abaca, 2.989627047782832
abaci, 3.7048770079870312
aback, 3.333030108783058
abacs, 4.163291958397867
abaft, 3.4688329681327965
abaka, 2.888454246410883
abamp, 3.390703769392505
aband, 3.823780192650361
abase, 4.524159251403754
abash, 3.884535689935304
abask, 3.8099812837551106
abate, 4.365346197656134
abaya, 2.9444667166406053
abbas, 3.535098669049002
abbed, 4.008211120903178
abbes, 4.607128048970615
abbey, 3.969865687463778
abbot, 3.8302061305773387
abcee, 4.13025336340049
abeam, 3.9198201071172174
abear, 4.322571112639648
abele, 4.3139379530033795
abers, 5.430366910937688
abets, 5.326597640638419
abhor, 4.455147353506559
abide, 4.880436782174776
abies, 5.543975955338975
abled, 4.906921158613801
abler, 5.121236051183419
ables, 5.506519527131239
ablet, 5.07604683241263
ablow, 4.184766253729771
abmho, 4.05747001674276
abode, 4.860072022787372
abohm, 4.102821529743675
aboil, 4.748768230930362
aboma, 3.7358824098742325
aboon, 3.8947574753811063
abord, 4.732244350804134
abore, 5.161339511292023
abort, 4.859558472600158
about, 4.5456623670369325
above, 4.396609307630904
abram, 3.847778195050884
abray, 3.9559921183581515
abrim, 4.588059412011412
abrin, 4.808027535866893
abris, 5.316391308833793
absey, 5.013764925364825
absit, 4.92789747801184
abuna, 3.733646531581482
abune, 4.794572834203474
abuse, 5.0167907695253495
abuts, 4.955251245306747
abuzz, 2.819199835221339
abyes, 5.167229430831224
abysm, 4.258247340711399
abyss, 3.9656343662941422
acais, 4.610303079770753
acari, 4.198194312372838
accas, 3.663046796014749
accoy, 3.771890834285189
acerb, 4.717651557897541
acers, 5.536146066680057
aceta, 4.302322251076355
achar, 3.8382473602267506
ached, 4.6302124206963935
aches, 5.209223635952421
achoo, 3.6352657403564543
acids, 5.092125327660396
acidy, 4.475232119325043
acing, 4.395529844734723
acini, 3.9507847018799676
ackee, 4.097345514501258
acker, 4.834435244384904
acmes, 5.333495946193069
acmic, 3.6609209922184602
acned, 4.972189017077627
acnes, 5.551309489684419
acock, 3.606956938379447
acold, 4.752586962697826
acorn, 4.902986384704644
acred, 5.176032785666395
acres, 5.752119531652039
acrid, 4.890715297506437
acros, 5.422829366974826
acted, 4.96632219308719
actin, 4.747413978239906
acton, 4.732766619952922
actor, 4.925079834553336
acute, 4.973068313081337
acyls, 4.902948631631578
adage, 4.157102610269093
adapt, 3.879016479653761
adaws, 4.064446963102319
adays, 4.262323232956599
adbot, 4.500270685832262
addax, 2.5031349483902914
added, 3.5170277718985075
adder, 4.429428625451399
addio, 4.004959740452802
addle, 4.326042901342014
adeem, 4.188161241063336
adept, 4.776182214277951
adhan, 3.705274862350303
adieu, 4.9665814378805635
adios, 5.3506251900694295
adits, 5.325939880331791
adman, 3.804928460857201
admen, 4.874402701563232
admin, 4.5465126323590255
admit, 4.612947436173384
admix, 3.8378410836725503
adobe, 4.829500564036812
adobo, 3.7075751453322474
adopt, 4.629651047175445
adore, 5.3153027804440685
